Direction,YYYYMM,Foreign Initial Country,HS Code 2 Digit,TEUS
I,201809,BAHAMAS,25,762.84
I,201809,BARBADOS,48,0.42
I,201809,BRAZIL,10,4
I,201809,BRAZIL,27,2
I,201809,BRAZIL,73,4.47
I,201809,CHILE,70,6
I,201809,COLOMBIA,41,3
I,201809,COLOMBIA,48,32.64
I,201809,COSTA RICA,69,0.19
I,201809,DOMINICAN REPUBLIC,20,18.47
I,201809,DOMINICAN REPUBLIC,62,326.03
I,201809,GUATEMALA,72,10.5
I,201809,ITALY,,54.08
I,201809,JAMAICA,73,45.55
I,201809,JAMAICA,84,2.39
I,201809,NETHERLANDS,34,0.46
I,201809,NETHERLANDS,95,4.25
I,201809,PORTUGAL,40,14.08
I,201809,PORTUGAL,53,12
I,201809,SPAIN-S,25,5.43
I,201809,SPAIN-S,61,1
I,201809,UNITED KINGDOM,,30.99
I,201809,BAHAMAS,12,2
I,201809,BAHAMAS,38,2
I,201809,BARBADOS,86,0
I,201809,BELGIUM,28,40.43
I,201809,COLOMBIA,70,132.13
I,201809,COSTA RICA,8,501.45
I,201809,DOMINICAN REPUBLIC,19,22.36
I,201809,DOMINICAN REPUBLIC,21,15.4
I,201809,ECUADOR,3,26
I,201809,GERMANY,25,0.72
I,201809,GERMANY,56,2
I,201809,GUATEMALA,68,0.22
I,201809,HAITI,54,0.33
I,201809,SPAIN-S,16,0.5
I,201809,SPAIN-S,23,4
I,201809,TURKS AND CAICOS IS,74,1
I,201809,UNITED KINGDOM,15,4
I,201809,UNITED KINGDOM,68,1
I,201809,ARGENTINA,25,1.75
I,201809,BAHAMAS,31,4
I,201809,BELGIUM,29,2.22
I,201809,BELGIUM,68,15.64
I,201809,BRAZIL,64,6.82
I,201809,BRAZIL,69,139.06
I,201809,CAYMAN ISLANDS,73,6
I,201809,CHILE,42,18
I,201809,COLOMBIA,2,43.01
I,201809,COLOMBIA,11,1
I,201809,COSTA RICA,48,16.98
I,201809,COSTA RICA,49,1
I,201809,COSTA RICA,76,13.3
I,201809,DOMINICAN REPUBLIC,4,0.08
I,201809,DOMINICAN REPUBLIC,22,18.75
I,201809,DOMINICAN REPUBLIC,83,14
I,201809,GERMANY,34,2
I,201809,GERMANY,64,4
I,201809,HONDURAS,86,7.01
I,201809,ITALY,69,255.79
I,201809,JAMAICA,8,4
I,201809,PERU,10,4.17
I,201809,PORTUGAL,19,19
I,201809,PORTUGAL,63,5.96
I,201809,SPAIN-S,85,1.67
I,201809,SPAIN-S,94,21.22
I,201809,TRINIDAD AND TOBAGO,85,3
I,201809,UNITED KINGDOM,69,0.16
I,201809,BAHAMAS,9,3
I,201809,BAHAMAS,73,21.25
I,201809,BAHAMAS,84,32.88
I,201809,COLOMBIA,25,26.56
I,201809,COLOMBIA,67,30.56
I,201809,COSTA RICA,9,6.55
I,201809,GERMANY,94,30
I,201809,HAITI,62,159.46
I,201809,HONDURAS,39,152.96
I,201809,ITALY,48,36.25
I,201809,LEEWARD AND WINDWARD,86,1
I,201809,NICARAGUA,38,0.67
I,201809,NICARAGUA,85,2
I,201809,PANAMA,30,2
I,201809,PANAMA,61,0.1
I,201809,PERU,73,0.92
I,201809,PERU,84,1.44
I,201809,PORTUGAL,3,8
I,201809,PORTUGAL,95,0
I,201809,SPAIN-S,73,12.84
I,201809,TRINIDAD AND TOBAGO,,21.03
I,201809,UNITED KINGDOM,40,0.33
I,201809,UNITED KINGDOM,48,8.78
I,201809,VENEZUELA,20,8
I,201809,VENEZUELA,62,1
I,201809,BAHAMAS,52,1
I,201809,BELGIUM,57,3
I,201809,BRAZIL,11,43.25
I,201809,CAYMAN ISLANDS,44,12.52
I,201809,COLOMBIA,65,25.59
I,201809,COSTA RICA,2,5.26
I,201809,COSTA RICA,20,16.37
I,201809,COSTA RICA,39,118.33
I,201809,GERMANY,27,17
I,201809,GUATEMALA,70,0.22
I,201809,HAITI,19,0.41
I,201809,HONDURAS,6,6
I,201809,HONDURAS,42,5.2
I,201809,HONDURAS,44,43.98
I,201809,HONDURAS,90,10.19
I,201809,ITALY,11,22.51
I,201809,ITALY,70,20.8
I,201809,SPAIN-S,9,1.27
I,201809,SPAIN-S,20,69.76
I,201809,SPAIN-S,84,23.51
I,201809,VENEZUELA,8,3.83
I,201809,ARGENTINA,84,14
I,201809,ARGENTINA,,7
I,201809,BAHAMAS,13,1.8
I,201809,BELGIUM,70,9.5
I,201809,BELGIUM,86,1.55
I,201809,BRAZIL,2,6
I,201809,BRAZIL,20,70.5
I,201809,BRAZIL,32,9.79
I,201809,BRAZIL,62,2.01
I,201809,CHILE,,25
I,201809,COSTA RICA,22,3.63
I,201809,COSTA RICA,82,0.19
I,201809,DOMINICAN REPUBLIC,28,41.28
I,201809,GERMANY,73,26.42
I,201809,HONDURAS,18,0.5
I,201809,HONDURAS,33,1.06
I,201809,JAMAICA,21,1.62
I,201809,JAMAICA,39,0.86
I,201809,NETHERLANDS ANTILLES,17,2
I,201809,NETHERLANDS ANTILLES,94,1
I,201809,NICARAGUA,68,0.67
I,201809,PERU,8,10
I,201809,PERU,52,1.67
I,201809,PORTUGAL,10,1
I,201809,SPAIN-S,69,76.1
I,201809,TRINIDAD AND TOBAGO,15,4
I,201809,TURKS AND CAICOS IS,40,1
I,201809,VIRGIN ISLAND,22,23
I,201809,VIRGIN ISLAND,44,25.02
I,201809,BAHAMAS,49,3.05
I,201809,BAHAMAS,53,30
I,201809,BAHAMAS,76,33.5
I,201809,BAHAMAS,87,22.67
I,201809,BELIZE,87,0.5
I,201809,BELIZE,90,4
I,201809,BRAZIL,19,320.9
I,201809,BRAZIL,21,7
I,201809,COLOMBIA,61,1
I,201809,COLOMBIA,73,38.39
I,201809,ECUADOR,44,44.05
I,201809,GERMANY,52,3
I,201809,GERMANY,92,2
I,201809,GUATEMALA,25,50
I,201809,GUATEMALA,39,74.32
I,201809,HONDURAS,27,44
I,201809,HONDURAS,35,3.6
I,201809,HONDURAS,,353.43
I,201809,ITALY,25,140.84
I,201809,ITALY,45,21
I,201809,JAMAICA,82,0.2
I,201809,MEXICO,94,3.5
I,201809,NETHERLANDS,57,1
I,201809,NETHERLANDS,96,1
I,201809,NETHERLANDS ANTILLES,72,22.75
I,201809,PANAMA,49,1.6
I,201809,PANAMA,76,0.1
I,201809,PERU,4,19
I,201809,PORTUGAL,29,1
I,201809,SPAIN-S,22,92.74
I,201809,TRINIDAD AND TOBAGO,22,3.22
I,201809,UNITED KINGDOM,30,2.19
I,201809,BELGIUM,59,1
I,201809,BELIZE,33,4
I,201809,CAYMAN ISLANDS,39,1.75
I,201809,CHILE,14,2
I,201809,DOMINICAN REPUBLIC,38,6.5
I,201809,GERMANY,37,4
I,201809,GUATEMALA,6,10
I,201809,GUATEMALA,17,8.61
I,201809,GUATEMALA,42,1.11
I,201809,GUATEMALA,58,0.4
I,201809,JAMAICA,38,0.2
I,201809,NETHERLANDS,33,2
I,201809,PANAMA,20,64.03
I,201809,PORTUGAL,69,102.08
I,201809,SPAIN-S,24,2
I,201809,SPAIN-S,40,8.12
I,201809,TRINIDAD AND TOBAGO,40,0.59
I,201809,TURKEY,68,4
I,201809,UNITED KINGDOM,65,0.17
I,201809,UNITED KINGDOM,78,0.1
I,201809,BAHAMAS,97,1
I,201809,BELGIUM,44,16
I,201809,CAYMAN ISLANDS,82,1.75
I,201809,CHILE,72,5.68
I,201809,COLOMBIA,34,22
I,201809,COSTA RICA,29,0.44
I,201809,DOMINICAN REPUBLIC,31,4.99
I,201809,ECUADOR,86,1
I,201809,GERMANY,40,10
I,201809,GERMANY,70,5.75
I,201809,GUATEMALA,94,32.92
I,201809,HONDURAS,34,0.4
I,201809,LEEWARD AND WINDWARD,73,8
I,201809,MEXICO,84,2
I,201809,PANAMA,21,4
I,201809,PERU,2,1
I,201809,PERU,20,8.55
I,201809,PORTUGAL,8,8
I,201809,SPAIN-S,63,7.75
I,201809,BAHAMAS,3,14
I,201809,BAHAMAS,17,2
I,201809,BAHAMAS,82,2
I,201809,BAHAMAS,95,7.85
I,201809,BELGIUM,33,53.67
I,201809,BRAZIL,61,1
I,201809,BRAZIL,88,7.5
I,201809,COLOMBIA,76,837.36
I,201809,COSTA RICA,95,23.04
I,201809,DOMINICAN REPUBLIC,9,1.59
I,201809,DOMINICAN REPUBLIC,84,18.16
I,201809,DOMINICAN REPUBLIC,86,3.94
I,201809,ECUADOR,39,20.03
I,201809,GUATEMALA,7,150.02
I,201809,GUATEMALA,27,0.29
I,201809,GUATEMALA,,29.17
I,201809,HONDURAS,14,0.02
I,201809,HONDURAS,85,68.85
I,201809,ISRAEL,25,2
I,201809,ITALY,35,1
I,201809,ITALY,73,20.61
I,201809,ITALY,88,4
I,201809,PERU,19,4
I,201809,PERU,21,3.43
I,201809,PORTUGAL,4,1
I,201809,PORTUGAL,49,2.04
I,201809,PORTUGAL,76,10.84
I,201809,SPAIN-S,2,7.13
I,201809,SPAIN-S,95,12.23
I,201809,TURKS AND CAICOS IS,94,2
I,201809,UNITED KINGDOM,73,2.93
I,201809,URUGUAY,33,2
I,201809,BELGIUM,,42.58
I,201809,CHILE,2,58.01
I,201809,COLOMBIA,49,2.26
I,201809,COLOMBIA,72,4
I,201809,DOMINICAN REPUBLIC,39,179.13
I,201809,GERMANY,2,6.45
I,201809,GUATEMALA,35,0.67
I,201809,HONDURAS,48,4.47
I,201809,ITALY,64,3.07
I,201809,MEXICO,8,3.5
I,201809,NICARAGUA,61,0.73
I,201809,SPAIN-S,3,5
I,201809,UNITED KINGDOM,64,0.06
I,201809,VIRGIN ISLAND,38,4
I,201809,ARGENTINA,3,2
I,201809,ARGENTINA,19,4.88
I,201809,BELGIUM,25,49.36
I,201809,BELGIUM,34,2
I,201809,BELGIUM,89,6.5
I,201809,BRAZIL,16,7.53
I,201809,BRAZIL,23,2
I,201809,CAYMAN ISLANDS,84,4.01
I,201809,CHILE,19,2
I,201809,COLOMBIA,20,80.29
I,201809,COLOMBIA,32,2
I,201809,COLOMBIA,62,40.23
I,201809,DOMINICAN REPUBLIC,6,8
I,201809,DOMINICAN REPUBLIC,90,274.01
I,201809,ECUADOR,85,2
I,201809,GUATEMALA,64,0
I,201809,GUATEMALA,69,8.15
I,201809,HAITI,86,0
I,201809,HONDURAS,32,13.81
I,201809,ITALY,34,3
I,201809,NETHERLANDS,7,0.76
I,201809,NETHERLANDS,,7.61
I,201809,PORTUGAL,20,9.46
I,201809,PORTUGAL,39,15.1
I,201809,TRINIDAD AND TOBAGO,94,4
I,201809,TURKS AND CAICOS IS,,6
I,201809,UNITED KINGDOM,52,0.36
I,201809,VIRGIN ISLAND,73,38.44
I,201809,ARGENTINA,17,5
I,201809,BAHAMAS,28,5.02
I,201809,BAHAMAS,29,2
I,201809,BAHAMAS,68,81.5
I,201809,BELGIUM,81,0.17
I,201809,BELGIUM,94,24.75
I,201809,BRAZIL,76,5.01
I,201809,COLOMBIA,8,275.79
I,201809,COLOMBIA,19,45.25
I,201809,COLOMBIA,21,17.17
I,201809,COSTA RICA,84,0.38
I,201809,DOMINICAN REPUBLIC,87,5.75
I,201809,ECUADOR,7,31.12
I,201809,ECUADOR,,10.09
I,201809,ITALY,72,1
I,201809,ITALY,76,6
I,201809,PANAMA,29,1.1
I,201809,PORTUGAL,21,4.75
I,201809,PORTUGAL,82,0.02
I,201809,SPAIN-S,10,4
I,201809,TURKEY,25,9
I,201809,UNITED KINGDOM,76,9.06
I,201809,VENEZUELA,9,2
I,201809,VENEZUELA,84,7.9
I,201809,VENEZUELA,86,0
I,201809,VIRGIN ISLAND,84,4.03
I,201809,BAHAMAS,15,2
I,201809,BELGIUM,48,119
I,201809,BELGIUM,72,4.45
I,201809,BELGIUM,74,2
I,201809,BELGIUM,85,30
I,201809,BRAZIL,49,1
I,201809,COLOMBIA,4,11.23
I,201809,COLOMBIA,22,228.91
I,201809,COSTA RICA,21,11.06
I,201809,GUATEMALA,40,1.5
I,201809,GUATEMALA,48,3.15
I,201809,HAITI,39,1
I,201809,HONDURAS,51,0.5
I,201809,HONDURAS,65,3.31
I,201809,ITALY,49,0.58
I,201809,NETHERLANDS,69,1
I,201809,NICARAGUA,7,4
I,201809,NICARAGUA,,2.36
I,201809,PANAMA,3,111.09
I,201809,PANAMA,23,2.97
I,201809,PANAMA,95,2.56
I,201809,SPAIN-S,29,11.38
I,201809,TRINIDAD AND TOBAGO,73,8.7
I,201809,TRINIDAD AND TOBAGO,84,5.34
I,201809,BAHAMAS,37,2
I,201809,BAHAMAS,71,2
I,201809,BELGIUM,7,19
I,201809,BELGIUM,11,0.18
I,201809,BRAZIL,9,18.75
I,201809,BRAZIL,84,18.51
I,201809,COSTA RICA,6,31.55
I,201809,COSTA RICA,19,27
I,201809,COSTA RICA,44,1
I,201809,COSTA RICA,90,131.35
I,201809,DOMINICAN REPUBLIC,63,7
I,201809,ECUADOR,69,37.71
I,201809,GERMANY,84,116.23
I,201809,HAITI,87,1.27
I,201809,ITALY,20,89.16
I,201809,ITALY,32,2
I,201809,MEXICO,3,1.75
I,201809,NETHERLANDS,8,0.63
I,201809,NICARAGUA,62,81.6
I,201809,TRINIDAD AND TOBAGO,69,0.24
I,201809,UNITED KINGDOM,2,2
I,201809,UNITED KINGDOM,32,2.13
I,201809,UNITED KINGDOM,62,0.06
I,201809,VENEZUELA,44,48
I,201809,VENEZUELA,87,10
I,201809,VENEZUELA,90,0
I,201809,VIRGIN ISLAND,87,29.46
I,201809,BELGIUM,20,17
I,201809,BELGIUM,32,1
I,201809,BELGIUM,62,4.17
I,201809,BRAZIL,92,2
I,201809,CHILE,16,2
I,201809,COLOMBIA,28,2
I,201809,COLOMBIA,63,7
I,201809,COSTA RICA,83,3.5
I,201809,DOMINICAN REPUBLIC,34,23.19
I,201809,DOMINICAN REPUBLIC,95,8.5
I,201809,GERMANY,69,4
I,201809,HONDURAS,60,1.16
I,201809,ITALY,19,40.37
I,201809,ITALY,21,21.04
I,201809,JAMAICA,44,8
I,201809,NETHERLANDS,48,2
I,201809,NICARAGUA,69,6
I,201809,PORTUGAL,68,55.81
I,201809,SPAIN-S,4,2
I,201809,SPAIN-S,8,6
I,201809,SPAIN-S,76,171
I,201809,TURKEY,,9
I,201809,UNITED KINGDOM,19,30.38
I,201809,UNITED KINGDOM,21,4.1
I,201809,UNITED KINGDOM,59,0.07
I,201809,BAHAMAS,86,50
I,201809,BELGIUM,37,0.82
I,201809,BRAZIL,4,5
I,201809,BRAZIL,22,16.75
I,201809,BRAZIL,59,0.49
I,201809,CHILE,94,0.5
I,201809,COLOMBIA,29,6.81
I,201809,COLOMBIA,30,10
I,201809,COSTA RICA,33,3
I,201809,DOMINICAN REPUBLIC,85,145.52
I,201809,GUATEMALA,3,8.18
I,201809,HONDURAS,25,4
I,201809,HONDURAS,61,348.05
I,201809,NETHERLANDS ANTILLES,73,4
I,201809,PANAMA,9,4
I,201809,PANAMA,84,44.2
I,201809,PANAMA,86,0
I,201809,PERU,9,11.89
I,201809,PERU,86,0
I,201809,PORTUGAL,15,7.68
I,201809,SPAIN-S,49,1
I,201809,SPAIN-S,53,32
I,201809,SPAIN-S,87,1.31
I,201809,TRINIDAD AND TOBAGO,48,0.48
I,201809,UNITED KINGDOM,22,52.95
I,201809,BAHAMAS,39,11.23
I,201809,COLOMBIA,16,2
I,201809,COSTA RICA,35,0.35
I,201809,COSTA RICA,89,1
I,201809,DOMINICAN REPUBLIC,72,11
I,201809,GERMANY,49,0.13
I,201809,GERMANY,76,84
I,201809,GUATEMALA,65,0.01
I,201809,HAITI,95,44
I,201809,HONDURAS,23,11.07
I,201809,JAMAICA,,12.89
I,201809,NICARAGUA,24,1
I,201809,NICARAGUA,48,2
I,201809,TURKEY,69,1
I,201809,URUGUAY,87,1
I,201809,VENEZUELA,95,0.17
I,201809,VIRGIN ISLAND,42,0.98
I,201809,ARGENTINA,9,4
I,201809,BAHAMAS,44,87.48
I,201809,BELGIUM,40,11.13
I,201809,BRAZIL,28,2
I,201809,BRAZIL,63,6.08
I,201809,CAYMAN ISLANDS,85,0.5
I,201809,CHILE,73,0.5
I,201809,CHILE,84,6.1
I,201809,COLOMBIA,5,1.98
I,201809,COLOMBIA,12,4.97
I,201809,COLOMBIA,31,1
I,201809,COLOMBIA,38,3.65
I,201809,DOMINICAN REPUBLIC,68,1
I,201809,ECUADOR,25,9.97
I,201809,GUATEMALA,10,2.98
I,201809,GUATEMALA,60,6.04
I,201809,HONDURAS,94,7.16
I,201809,JAMAICA,28,1
I,201809,JAMAICA,89,0.17
I,201809,PANAMA,8,141
I,201809,PANAMA,22,10.23
I,201809,PANAMA,44,112
I,201809,PERU,6,2
I,201809,PERU,17,5.9
I,201809,PERU,39,10
I,201809,PERU,42,2
I,201809,PORTUGAL,48,26.37
I,201809,PORTUGAL,57,2
I,201809,SPAIN-S,21,6
I,201809,SPAIN-S,39,12.05
I,201809,SPAIN-S,56,0.19
I,201809,SPAIN-S,97,1
I,201809,UNITED KINGDOM,28,1
I,201809,UNITED KINGDOM,63,3.7
I,201809,UNITED KINGDOM,88,4
I,201809,VENEZUELA,34,1
I,201809,VIRGIN ISLAND,83,2.32
I,201809,ARGENTINA,20,103
I,201809,BAHAMAS,83,3
I,201809,BARBADOS,84,2.58
I,201809,BELIZE,94,2
I,201809,BERMUDA,73,2
I,201809,BRAZIL,3,40.79
I,201809,BRAZIL,29,6
I,201809,BRAZIL,95,2.24
I,201809,CAYMAN ISLANDS,27,1.75
I,201809,CHILE,20,67
I,201809,COSTA RICA,12,16.23
I,201809,COSTA RICA,38,0.19
I,201809,COSTA RICA,74,1.66
I,201809,GERMANY,19,35.75
I,201809,GERMANY,39,25.83
I,201809,GERMANY,67,1.95
I,201809,GUATEMALA,61,273.42
I,201809,GUATEMALA,73,2
I,201809,HONDURAS,7,273.78
I,201809,ITALY,29,6
I,201809,ITALY,95,7
I,201809,PANAMA,87,18.2
I,201809,PANAMA,96,1
I,201809,PERU,44,0.1
I,201809,PERU,83,0.44
I,201809,SPAIN-S,17,3
I,201809,SPAIN-S,82,12.52
I,201809,SPAIN-S,83,2.19
I,201809,TRINIDAD AND TOBAGO,3,13
I,201809,UNITED KINGDOM,29,0.13
I,201809,VENEZUELA,74,2
I,201809,VENEZUELA,85,0.88
I,201809,ARGENTINA,92,1
I,201809,BAHAMAS,27,18
I,201809,BAHAMAS,33,3.99
I,201809,BAHAMAS,47,16.98
I,201809,BAHAMAS,,41.22
I,201809,BELGIUM,30,5
I,201809,BELIZE,85,1
I,201809,CHILE,8,150.32
I,201809,COLOMBIA,9,45.35
I,201809,COLOMBIA,80,0.1
I,201809,COLOMBIA,84,49.43
I,201809,COLOMBIA,86,0
I,201809,COSTA RICA,7,206.52
I,201809,DOMINICAN REPUBLIC,44,3.7
I,201809,HAITI,11,1
I,201809,HONDURAS,9,1.2
I,201809,HONDURAS,20,21.96
I,201809,HONDURAS,62,1581.06
I,201809,INDIA,12,1
I,201809,ITALY,23,2.62
I,201809,ITALY,46,0.2
I,201809,LEEWARD AND WINDWARD,72,3
I,201809,LEEWARD AND WINDWARD,76,3
I,201809,MEXICO,49,1.75
I,201809,MEXICO,70,3.5
I,201809,MEXICO,87,2
I,201809,NETHERLANDS,27,2
I,201809,PANAMA,33,6.1
I,201809,SPAIN-S,38,2
I,201809,UNITED KINGDOM,74,0.15
I,201809,ARGENTINA,18,2
I,201809,ARGENTINA,44,8
I,201809,BAHAMAS,89,4
I,201809,BELIZE,84,2
I,201809,BRAZIL,12,6
I,201809,BRAZIL,74,2
I,201809,CAYMAN ISLANDS,15,1.75
I,201809,CHILE,22,78.31
I,201809,COLOMBIA,52,15.63
I,201809,COSTA RICA,32,2.19
I,201809,COSTA RICA,62,3.1
I,201809,COSTA RICA,86,5.25
I,201809,DOMINICAN REPUBLIC,70,1
I,201809,DOMINICAN REPUBLIC,96,30.34
I,201809,HAITI,68,7.13
I,201809,HONDURAS,52,34.79
I,201809,HONDURAS,69,4
I,201809,JAMAICA,7,42
I,201809,JAMAICA,48,2
I,201809,MEXICO,86,0
I,201809,PANAMA,39,10
I,201809,PERU,,8.84
I,201809,PORTUGAL,6,4
I,201809,PORTUGAL,42,2
I,201809,PORTUGAL,90,0.25
I,201809,ARGENTINA,33,0.88
I,201809,BAHAMAS,69,45.97
I,201809,BELGIUM,27,2
I,201809,CHILE,40,5
I,201809,COLOMBIA,13,1.08
I,201809,COLOMBIA,44,226.37
I,201809,COLOMBIA,59,20
I,201809,COLOMBIA,87,32.46
I,201809,DOMINICAN REPUBLIC,33,35.56
I,201809,ECUADOR,61,4
I,201809,ECUADOR,73,0.1
I,201809,GERMANY,28,11.94
I,201809,GUATEMALA,54,2.25
I,201809,GUATEMALA,76,10.29
I,201809,HONDURAS,8,448.44
I,201809,HONDURAS,22,22.24
I,201809,ITALY,9,7.75
I,201809,ITALY,10,2
I,201809,ITALY,84,41.14
I,201809,JAMAICA,32,1
I,201809,JAMAICA,86,14.8
I,201809,MEXICO,39,2
I,201809,NETHERLANDS,81,1
I,201809,PORTUGAL,44,22.36
I,201809,PORTUGAL,83,2
I,201809,PORTUGAL,96,2.25
I,201809,SPAIN-S,15,45.02
I,201809,SPAIN-S,68,16.5
I,201809,UNITED KINGDOM,49,6.5
I,201809,UNITED KINGDOM,84,40.77
I,201809,UNITED KINGDOM,86,2
I,201809,ARGENTINA,28,0
I,201809,BAHAMAS,85,5
I,201809,BELGIUM,10,3
I,201809,BELGIUM,73,16.34
I,201809,BELGIUM,84,34.15
I,201809,COLOMBIA,33,36.5
I,201809,COLOMBIA,96,13.68
I,201809,COSTA RICA,51,1.94
I,201809,DOMINICAN REPUBLIC,25,41
I,201809,DOMINICAN REPUBLIC,61,36.04
I,201809,GERMANY,95,52
I,201809,GUATEMALA,11,2
I,201809,GUATEMALA,62,436.34
I,201809,HONDURAS,24,23.25
I,201809,HONDURAS,40,0.02
I,201809,MEXICO,6,1.75
I,201809,MEXICO,59,1.75
I,201809,NETHERLANDS ANTILLES,22,2
I,201809,PANAMA,74,1.78
I,201809,PANAMA,85,2.5
I,201809,UNITED KINGDOM,80,1
I,201809,ARGENTINA,95,4
I,201809,BAHAMAS,48,29.32
I,201809,BELGIUM,1,4
I,201809,CAYMAN ISLANDS,86,0
I,201809,CHILE,3,34
I,201809,CHILE,30,6.78
I,201809,COSTA RICA,87,13.01
I,201809,DOMINICAN REPUBLIC,82,2
I,201809,GUATEMALA,2,2
I,201809,GUATEMALA,20,116.29
I,201809,GUATEMALA,21,9.45
I,201809,ITALY,8,0.27
I,201809,ITALY,52,0.01
I,201809,ITALY,59,0.5
I,201809,NICARAGUA,52,12
I,201809,PANAMA,7,10
I,201809,PERU,48,0.11
I,201809,PORTUGAL,28,0.25
I,201809,PORTUGAL,,20
I,201809,SPAIN-S,48,2.39
I,201809,SPAIN-S,57,1.75
I,201809,AUSTRALIA,86,0
I,201809,BAHAMAS,11,1.93
I,201809,BELGIUM,8,12.18
I,201809,BELGIUM,21,6
I,201809,BELGIUM,66,0.04
I,201809,BELGIUM,69,31
I,201809,BRAZIL,8,0.35
I,201809,BRAZIL,44,1047.22
I,201809,BRAZIL,57,0.02
I,201809,BRAZIL,87,14.7
I,201809,BRAZIL,90,5.75
I,201809,COLOMBIA,3,25
I,201809,COLOMBIA,89,8
I,201809,COLOMBIA,95,11.8
I,201809,DOMINICAN REPUBLIC,94,1.12
I,201809,GUATEMALA,19,17.82
I,201809,GUATEMALA,22,48.99
I,201809,HONDURAS,3,49.01
I,201809,HONDURAS,95,6.27
I,201809,ITALY,22,300.22
I,201809,ITALY,44,12.93
I,201809,ITALY,87,21.9
I,201809,JAMAICA,87,2.67
I,201809,NETHERLANDS,20,4
I,201809,TRINIDAD AND TOBAGO,49,0
I,201809,UNITED KINGDOM,83,0.13
I,201809,UNITED KINGDOM,90,2.38
I,201809,VIRGIN ISLAND,86,2.71
I,201809,BARBADOS,38,28
I,201809,BELGIUM,4,2.75
I,201809,BELGIUM,22,214.65
I,201809,BELIZE,2,1.75
I,201809,BRAZIL,33,1
I,201809,COLOMBIA,17,42.7
I,201809,DOMINICAN REPUBLIC,7,13.93
I,201809,DOMINICAN REPUBLIC,,53.82
I,201809,ECUADOR,20,16.3
I,201809,HAITI,42,1
I,201809,ITALY,33,23.8
I,201809,MEXICO,68,2
I,201809,MEXICO,89,2
I,201809,NICARAGUA,54,0.31
I,201809,PORTUGAL,12,1.72
I,201809,URUGUAY,70,4
I,201809,VENEZUELA,39,4
I,201809,VIRGIN ISLAND,39,0.08
