Direction,YYYYMM,Foreign Initial Country,HS Code 2 Digit,TEUS
I,201712,COLOMBIA,7,118.17
I,201712,COLOMBIA,11,4
I,201712,COSTA RICA,76,8
I,201712,COSTA RICA,85,3.66
I,201712,COSTA RICA,94,30.67
I,201712,DOMINICAN REPUBLIC,8,196.96
I,201712,DOMINICAN REPUBLIC,21,8.04
I,201712,DOMINICAN REPUBLIC,69,9.25
I,201712,GERMANY,42,4.29
I,201712,ISRAEL,44,2.24
I,201712,ITALY,64,54.5
I,201712,NICARAGUA,39,11.99
I,201712,PANAMA,40,0.25
I,201712,PANAMA,70,6.5
I,201712,PERU,40,3
I,201712,POLAND,94,2
I,201712,PORTUGAL,32,7
I,201712,PORTUGAL,62,1
I,201712,TRINIDAD AND TOBAGO,17,0.1
I,201712,UNITED KINGDOM,34,0.33
I,201712,URUGUAY,3,2
I,201712,BELGIUM,3,1.75
I,201712,BELGIUM,34,4.25
I,201712,BELGIUM,95,0.18
I,201712,COLOMBIA,15,8
I,201712,COLOMBIA,32,3
I,201712,COLOMBIA,62,57.5
I,201712,COLOMBIA,68,46.06
I,201712,COSTA RICA,72,4
I,201712,DOMINICAN REPUBLIC,4,2
I,201712,DOMINICAN REPUBLIC,22,107.75
I,201712,GERMANY,83,1.74
I,201712,GERMANY,90,2.64
I,201712,HONDURAS,84,25.46
I,201712,ISRAEL,33,1
I,201712,ITALY,38,3.5
I,201712,ITALY,74,1
I,201712,ITALY,85,11.37
I,201712,NETHERLANDS ANTILLES,86,1.33
I,201712,PEOPLES REP OF CHINA,44,12.75
I,201712,PERU,10,5.5
I,201712,PORTUGAL,19,34.28
I,201712,PORTUGAL,21,8.25
I,201712,PORTUGAL,45,7.75
I,201712,TRINIDAD AND TOBAGO,85,3
I,201712,TURKEY,20,1
I,201712,UNITED KINGDOM,85,6.25
I,201712,UNITED KINGDOM,94,7.48
I,201712,VENEZUELA,73,13.36
I,201712,VENEZUELA,84,21.24
I,201712,VENEZUELA,,70.92
I,201712,VIRGIN ISLAND,10,0.29
I,201712,VIRGIN ISLAND,73,19.02
I,201712,VIRGIN ISLAND,,37.44
I,201712,BELGIUM,38,0.2
I,201712,BRAZIL,7,4
I,201712,BRAZIL,72,3
I,201712,COSTA RICA,9,15.13
I,201712,COSTA RICA,20,6.33
I,201712,GERMANY,27,7.29
I,201712,GUATEMALA,12,2.34
I,201712,HAITI,69,2
I,201712,ITALY,7,0.67
I,201712,ITALY,,40.13
I,201712,NICARAGUA,85,2.33
I,201712,PANAMA,25,19
I,201712,PANAMA,30,1.75
I,201712,PEOPLES REP OF CHINA,87,3
I,201712,PERU,61,3.2
I,201712,SPAIN-S,35,0.01
I,201712,SPAIN-S,73,11.59
I,201712,SPAIN-S,,42.02
I,201712,TRINIDAD AND TOBAGO,47,2
I,201712,TRINIDAD AND TOBAGO,,23
I,201712,TURKEY,21,2
I,201712,UNITED KINGDOM,48,8.57
I,201712,BRAZIL,11,6.5
I,201712,BRAZIL,,25.96
I,201712,COLOMBIA,22,299.9
I,201712,COLOMBIA,40,25.91
I,201712,COSTA RICA,21,11.89
I,201712,COSTA RICA,69,1.75
I,201712,DOMINICAN REPUBLIC,2,4
I,201712,GERMANY,93,1
I,201712,HAITI,22,2
I,201712,HONDURAS,87,22.36
I,201712,ITALY,11,14.25
I,201712,ITALY,32,21.5
I,201712,ITALY,62,2.17
I,201712,ITALY,68,8.62
I,201712,JAMAICA,9,0.39
I,201712,JAMAICA,84,2.73
I,201712,NICARAGUA,7,6.84
I,201712,PANAMA,42,8
I,201712,PANAMA,94,13.44
I,201712,SPAIN-S,64,3.51
I,201712,TURKEY,18,2
I,201712,UNITED ARAB EMIRATES,70,1
I,201712,UNITED KINGDOM,32,5.06
I,201712,VENEZUELA,8,4
I,201712,VIRGIN ISLAND,81,20
I,201712,BAHAMAS,76,22.67
I,201712,BELIZE,90,5
I,201712,CHILE,56,0.2
I,201712,COLOMBIA,70,240.95
I,201712,COSTA RICA,22,5.75
I,201712,DOMINICAN REPUBLIC,3,3.15
I,201712,DOMINICAN REPUBLIC,95,5.86
I,201712,GUATEMALA,86,16.51
I,201712,INDIA,8,5.25
I,201712,ITALY,15,19.94
I,201712,JAMAICA,8,26
I,201712,JAMAICA,21,2
I,201712,NETHERLANDS,57,2
I,201712,NETHERLANDS ANTILLES,44,2
I,201712,NICARAGUA,68,1
I,201712,PANAMA,27,10
I,201712,PANAMA,31,4
I,201712,PORTUGAL,88,4
I,201712,SPAIN-S,52,3
I,201712,SPAIN-S,69,154.86
I,201712,TRINIDAD AND TOBAGO,69,0.11
I,201712,VIRGIN ISLAND,48,31.98
I,201712,BAHAMAS,49,1.47
I,201712,BAHAMAS,53,4
I,201712,BRAZIL,8,2.43
I,201712,BRAZIL,69,164.3
I,201712,CHILE,42,22
I,201712,COLOMBIA,61,5.5
I,201712,COSTA RICA,40,18.85
I,201712,DOMINICAN REPUBLIC,16,0.6
I,201712,GERMANY,66,0.11
I,201712,HAITI,60,1.32
I,201712,ITALY,22,512.48
I,201712,ITALY,45,0.19
I,201712,PANAMA,10,7
I,201712,PANAMA,73,0
I,201712,SPAIN-S,54,0.5
I,201712,SPAIN-S,76,213
I,201712,TRINIDAD AND TOBAGO,48,4.11
I,201712,TURKS AND CAICOS IS,86,24.78
I,201712,URUGUAY,16,2
I,201712,ARGENTINA,94,6
I,201712,BAHAMAS,9,1.19
I,201712,BAHAMAS,84,20.5
I,201712,BELGIUM,37,1.09
I,201712,BELIZE,33,6
I,201712,BELIZE,86,0
I,201712,BRAZIL,4,5.52
I,201712,BRAZIL,22,16.68
I,201712,BRAZIL,48,358.47
I,201712,CHILE,85,6
I,201712,CHILE,94,0.02
I,201712,COLOMBIA,30,22.02
I,201712,COLOMBIA,42,11.14
I,201712,COLOMBIA,67,4.02
I,201712,DOMINICAN REPUBLIC,12,0.27
I,201712,DOMINICAN REPUBLIC,38,6.34
I,201712,GUATEMALA,13,0.26
I,201712,GUATEMALA,90,30.81
I,201712,HONDURAS,6,3.77
I,201712,HONDURAS,42,31.43
I,201712,ITALY,40,11.15
I,201712,ITALY,91,0.11
I,201712,JAMAICA,40,4.47
I,201712,MEXICO,73,2
I,201712,NETHERLANDS ANTILLES,89,1.66
I,201712,NETHERLANDS ANTILLES,,8.39
I,201712,NICARAGUA,24,4
I,201712,PANAMA,84,72.97
I,201712,PERU,20,7.83
I,201712,PERU,62,16
I,201712,PORTUGAL,16,5.5
I,201712,SPAIN-S,49,3.31
I,201712,SPAIN-S,53,5
I,201712,UNITED KINGDOM,40,0.31
I,201712,UNITED KINGDOM,70,0.37
I,201712,VIRGIN ISLAND,39,20.73
I,201712,BAHAMAS,21,0.82
I,201712,BAHAMAS,39,23.84
I,201712,BELGIUM,44,5.18
I,201712,BELGIUM,57,1
I,201712,BELGIUM,70,2.32
I,201712,BELGIUM,87,4.36
I,201712,BRAZIL,70,2
I,201712,CHILE,7,14
I,201712,CHILE,27,0.2
I,201712,CHILE,47,30
I,201712,COLOMBIA,94,46.98
I,201712,COSTA RICA,61,3.13
I,201712,COSTA RICA,95,2.56
I,201712,DOMINICAN REPUBLIC,73,38.67
I,201712,ECUADOR,86,0
I,201712,GUATEMALA,87,0.33
I,201712,HAITI,95,4.07
I,201712,HONDURAS,34,1.13
I,201712,HONDURAS,94,4.15
I,201712,ISRAEL,68,10.01
I,201712,NETHERLANDS,39,5.96
I,201712,PANAMA,8,55.99
I,201712,PANAMA,69,25
I,201712,PANAMA,81,2
I,201712,PEOPLES REP OF CHINA,,3
I,201712,PERU,19,5.27
I,201712,PERU,21,3.4
I,201712,SPAIN-S,2,6
I,201712,SPAIN-S,32,7.74
I,201712,SPAIN-S,62,2.33
I,201712,ARGENTINA,84,8
I,201712,BELGIUM,33,26.02
I,201712,BELGIUM,93,0
I,201712,COLOMBIA,27,2
I,201712,COSTA RICA,3,10.15
I,201712,DOMINICAN REPUBLIC,9,1.75
I,201712,DOMINICAN REPUBLIC,84,36.76
I,201712,ECUADOR,39,36
I,201712,GERMANY,2,20
I,201712,GERMANY,20,4
I,201712,GERMANY,32,0
I,201712,GUATEMALA,35,2
I,201712,HAITI,38,0.69
I,201712,HONDURAS,7,578.3
I,201712,HONDURAS,27,1
I,201712,HONDURAS,72,1
I,201712,HONDURAS,85,70.03
I,201712,INDIA,30,1.75
I,201712,ITALY,56,2
I,201712,JAMAICA,3,5
I,201712,JAMAICA,30,0.17
I,201712,MEXICO,64,2
I,201712,NETHERLANDS,42,0
I,201712,NETHERLANDS,44,12
I,201712,NETHERLANDS,90,3
I,201712,NICARAGUA,86,0.09
I,201712,PANAMA,4,17
I,201712,PERU,4,23
I,201712,PERU,8,32.69
I,201712,PERU,22,2.75
I,201712,SPAIN-S,3,8
I,201712,SPAIN-S,19,28
I,201712,UNITED KINGDOM,25,2
I,201712,UNITED KINGDOM,61,0.15
I,201712,UNITED KINGDOM,63,0
I,201712,BELGIUM,25,3.35
I,201712,BELGIUM,39,34.31
I,201712,BELGIUM,56,8
I,201712,BELIZE,94,0.5
I,201712,BRAZIL,25,152.13
I,201712,BRAZIL,42,31.75
I,201712,COLOMBIA,10,4
I,201712,COLOMBIA,73,29.23
I,201712,COLOMBIA,84,51.62
I,201712,DOMINICAN REPUBLIC,52,86.72
I,201712,ECUADOR,44,116
I,201712,GERMANY,19,40
I,201712,ITALY,25,174.16
I,201712,ITALY,30,4.5
I,201712,ITALY,34,0.5
I,201712,ITALY,42,1.46
I,201712,ITALY,65,2
I,201712,NETHERLANDS ANTILLES,72,16
I,201712,PORTUGAL,9,1.84
I,201712,PORTUGAL,20,29.05
I,201712,PORTUGAL,84,10
I,201712,TRINIDAD AND TOBAGO,44,33
I,201712,TURKS AND CAICOS IS,,2
I,201712,URUGUAY,21,2
I,201712,URUGUAY,39,1
I,201712,ARGENTINA,19,11.22
I,201712,BAHAMAS,63,6.5
I,201712,BELGIUM,17,9
I,201712,BELGIUM,82,2.19
I,201712,BELIZE,,2.5
I,201712,BRAZIL,94,74.21
I,201712,CHILE,14,2
I,201712,COLOMBIA,80,1.89
I,201712,DOMINICAN REPUBLIC,87,150
I,201712,ECUADOR,33,0.25
I,201712,GUATEMALA,34,2.18
I,201712,GUATEMALA,58,0.61
I,201712,GUATEMALA,64,1.43
I,201712,ITALY,94,237.36
I,201712,NETHERLANDS,35,1
I,201712,NETHERLANDS,,21.97
I,201712,NETHERLANDS ANTILLES,62,2
I,201712,NICARAGUA,42,6.86
I,201712,NICARAGUA,44,0
I,201712,PANAMA,2,20
I,201712,PANAMA,20,52.77
I,201712,SPAIN-S,40,7.08
I,201712,VENEZUELA,88,6
I,201712,VIRGIN ISLAND,63,1
I,201712,BAHAMAS,29,6.33
I,201712,BAHAMAS,89,12.64
I,201712,BAHAMAS,95,10
I,201712,BELGIUM,18,52
I,201712,BELGIUM,85,10
I,201712,BELGIUM,94,11.2
I,201712,BRAZIL,27,5.89
I,201712,CHILE,40,5
I,201712,CHILE,48,3
I,201712,CHILE,70,15.39
I,201712,COLOMBIA,8,255.25
I,201712,COLOMBIA,52,18.04
I,201712,COLOMBIA,69,66.25
I,201712,COSTA RICA,84,0.15
I,201712,GERMANY,40,0.4
I,201712,GUATEMALA,85,3.16
I,201712,GUATEMALA,94,56.51
I,201712,INDIA,73,1.75
I,201712,INDIA,84,2
I,201712,ITALY,10,8.81
I,201712,ITALY,72,0.35
I,201712,MEXICO,62,3
I,201712,NETHERLANDS,89,8
I,201712,PANAMA,3,162
I,201712,PANAMA,19,2
I,201712,PANAMA,21,3.17
I,201712,PORTUGAL,8,0.02
I,201712,PORTUGAL,22,71.87
I,201712,PORTUGAL,87,3.76
I,201712,SPAIN-S,10,7
I,201712,SPAIN-S,63,5.67
I,201712,SPAIN-S,88,4.6
I,201712,TRINIDAD AND TOBAGO,27,2
I,201712,UNITED KINGDOM,27,1.13
I,201712,BELGIUM,7,6
I,201712,BELGIUM,,148.33
I,201712,BRAZIL,10,113.4
I,201712,BRAZIL,73,15.68
I,201712,BRAZIL,84,9.81
I,201712,COLOMBIA,4,1.42
I,201712,COSTA RICA,80,0.15
I,201712,ECUADOR,95,0.19
I,201712,GERMANY,88,8.11
I,201712,GUATEMALA,27,0.98
I,201712,GUATEMALA,48,30.22
I,201712,GUATEMALA,72,6
I,201712,HONDURAS,24,29.55
I,201712,ITALY,73,24.67
I,201712,ITALY,84,42.48
I,201712,MEXICO,3,2
I,201712,NETHERLANDS,94,0
I,201712,NICARAGUA,,7.09
I,201712,PERU,3,16
I,201712,SINGAPORE,40,2
I,201712,SPAIN-S,29,10
I,201712,TURKS AND CAICOS IS,85,2
I,201712,UNITED ARAB EMIRATES,76,4
I,201712,VIRGIN ISLAND,46,0.32
I,201712,BAHAMAS,5,1
I,201712,BAHAMAS,12,1.75
I,201712,BAHAMAS,31,0.45
I,201712,BELGIUM,68,0.29
I,201712,CHILE,2,51.89
I,201712,COSTA RICA,4,0.87
I,201712,COSTA RICA,8,565.27
I,201712,DOMINICAN REPUBLIC,19,2
I,201712,DOMINICAN REPUBLIC,25,21.71
I,201712,DOMINICAN REPUBLIC,39,235.88
I,201712,DOMINICAN REPUBLIC,42,3.5
I,201712,GUATEMALA,11,0.06
I,201712,GUATEMALA,32,0.18
I,201712,GUATEMALA,62,672.44
I,201712,HONDURAS,70,1.29
I,201712,ISRAEL,17,2
I,201712,ITALY,69,184.92
I,201712,ITALY,80,0.15
I,201712,PORTUGAL,63,0.75
I,201712,SPAIN-S,16,6
I,201712,TRINIDAD AND TOBAGO,64,1
I,201712,TRINIDAD AND TOBAGO,81,2
I,201712,UNITED KINGDOM,20,1.75
I,201712,UNITED KINGDOM,69,0.16
I,201712,VENEZUELA,76,2.64
I,201712,ARGENTINA,3,4
I,201712,BELGIUM,69,23
I,201712,BRAZIL,52,2.35
I,201712,CAYMAN ISLANDS,86,1.75
I,201712,CHILE,3,80.11
I,201712,COLOMBIA,2,53.1
I,201712,COLOMBIA,20,63.19
I,201712,COSTA RICA,33,0.22
I,201712,COSTA RICA,54,0.14
I,201712,DOMINICAN REPUBLIC,6,12
I,201712,DOMINICAN REPUBLIC,18,1.98
I,201712,DOMINICAN REPUBLIC,83,15.59
I,201712,ECUADOR,85,4.25
I,201712,GERMANY,34,0.42
I,201712,GERMANY,94,31.22
I,201712,HONDURAS,62,1154.7
I,201712,HONDURAS,86,3.51
I,201712,ISRAEL,94,1.69
I,201712,ITALY,4,4
I,201712,ITALY,52,3.25
I,201712,JAMAICA,87,2
I,201712,NETHERLANDS,48,5.04
I,201712,NICARAGUA,69,4
I,201712,UNITED KINGDOM,22,19.6
I,201712,VIRGIN ISLAND,84,1
I,201712,BAHAMAS,86,40.49
I,201712,COLOMBIA,3,59.83
I,201712,GERMANY,76,155.57
I,201712,GUATEMALA,51,2
I,201712,HAITI,19,0.41
I,201712,HAITI,21,2
I,201712,HAITI,39,0.31
I,201712,HONDURAS,3,42.17
I,201712,HONDURAS,25,2
I,201712,INDIA,53,10
I,201712,JAMAICA,33,2.26
I,201712,MEXICO,55,0
I,201712,PAKISTAN,68,1
I,201712,PEOPLES REP OF CHINA,94,2
I,201712,PERU,9,8
I,201712,PERU,84,6.66
I,201712,SPAIN-S,84,20.63
I,201712,TURKEY,25,55.99
I,201712,UNITED KINGDOM,76,2.1
I,201712,URUGUAY,48,2
I,201712,VENEZUELA,20,8.14
I,201712,BELGIUM,40,0
I,201712,BELGIUM,48,13.51
I,201712,CAYMAN ISLANDS,44,3.75
I,201712,CHILE,88,4
I,201712,CHILE,,35.61
I,201712,COLOMBIA,38,55.76
I,201712,COSTA RICA,19,11.62
I,201712,COSTA RICA,39,70.56
I,201712,DOMINICAN REPUBLIC,28,33.27
I,201712,GERMANY,73,5.91
I,201712,GUATEMALA,40,0.38
I,201712,HAITI,90,5
I,201712,ITALY,70,79.74
I,201712,PANAMA,16,1
I,201712,PERU,52,2.8
I,201712,SPAIN-S,9,1
I,201712,SPAIN-S,20,52.15
I,201712,TRINIDAD AND TOBAGO,20,0.01
I,201712,VENEZUELA,39,16.02
I,201712,VENEZUELA,82,2
I,201712,VIRGIN ISLAND,21,2.84
I,201712,ARGENTINA,9,2
I,201712,ARGENTINA,10,6
I,201712,BAHAMAS,44,3
I,201712,BAHAMAS,87,11.75
I,201712,BAHAMAS,90,1
I,201712,BRAZIL,20,34.19
I,201712,CHILE,73,0.44
I,201712,COLOMBIA,12,2
I,201712,COLOMBIA,31,1
I,201712,COSTA RICA,82,0.22
I,201712,DOMINICAN REPUBLIC,68,30.25
I,201712,GERMANY,84,127.48
I,201712,GUATEMALA,60,3.22
I,201712,ITALY,20,62.15
I,201712,ITALY,21,18.35
I,201712,ITALY,97,0.16
I,201712,NETHERLANDS,24,2
I,201712,NETHERLANDS ANTILLES,81,9
I,201712,NETHERLANDS ANTILLES,85,3
I,201712,NETHERLANDS ANTILLES,94,0.67
I,201712,NICARAGUA,2,22.02
I,201712,NICARAGUA,62,150.98
I,201712,PANAMA,76,5.26
I,201712,PERU,90,8
I,201712,SPAIN-S,8,5.81
I,201712,SPAIN-S,21,27
I,201712,SPAIN-S,39,50.62
I,201712,TRINIDAD AND TOBAGO,19,2.13
I,201712,TRINIDAD AND TOBAGO,21,9.66
I,201712,TURKEY,7,2
I,201712,VENEZUELA,83,1
I,201712,VIRGIN ISLAND,22,15
I,201712,VIRGIN ISLAND,44,27.1
I,201712,VIRGIN ISLAND,90,1.32
I,201712,ARGENTINA,20,50.67
I,201712,BAHAMAS,33,0.33
I,201712,BRAZIL,3,20.99
I,201712,BRAZIL,19,57.26
I,201712,BRAZIL,21,12.41
I,201712,COLOMBIA,88,2
I,201712,COSTA RICA,12,5.91
I,201712,DOMINICAN REPUBLIC,37,1
I,201712,GUATEMALA,61,390.43
I,201712,HONDURAS,10,1.67
I,201712,HONDURAS,35,1.99
I,201712,HONDURAS,,222.89
I,201712,ITALY,3,1
I,201712,ITALY,19,85.42
I,201712,JAMAICA,83,0.17
I,201712,NETHERLANDS,40,6
I,201712,PANAMA,86,0
I,201712,PERU,49,2.89
I,201712,PERU,87,1
I,201712,PORTUGAL,68,21
I,201712,SPAIN-S,4,3
I,201712,SPAIN-S,22,113.5
I,201712,SPAIN-S,44,12.35
I,201712,SPAIN-S,87,6
I,201712,TRINIDAD AND TOBAGO,22,16.22
I,201712,UNITED KINGDOM,30,0.48
I,201712,UNITED KINGDOM,82,0.12
I,201712,ARGENTINA,8,0.71
I,201712,BELGIUM,42,2
I,201712,BRAZIL,17,1
I,201712,CAYMAN ISLANDS,89,1
I,201712,COSTA RICA,7,306.39
I,201712,COSTA RICA,28,0.49
I,201712,GERMANY,4,3.75
I,201712,GERMANY,22,191.52
I,201712,HONDURAS,64,2
I,201712,PANAMA,9,18
I,201712,SPAIN-S,33,4
I,201712,UNITED KINGDOM,38,4.48
I,201712,VENEZUELA,63,0.03
I,201712,ARGENTINA,4,4
I,201712,ARGENTINA,22,8.29
I,201712,ARGENTINA,49,1
I,201712,ARGENTINA,87,1
I,201712,BAHAMAS,25,102.11
I,201712,CHILE,76,0.44
I,201712,COLOMBIA,16,1
I,201712,DOMINICAN REPUBLIC,70,6
I,201712,HAITI,15,0.59
I,201712,HONDURAS,52,35.81
I,201712,HONDURAS,69,40.25
I,201712,HONDURAS,81,1
I,201712,ITALY,88,16
I,201712,JAMAICA,7,75.74
I,201712,MEXICO,84,4
I,201712,MEXICO,86,0
I,201712,NICARAGUA,40,4
I,201712,PANAMA,39,8.75
I,201712,PANAMA,82,1
I,201712,PERU,56,2
I,201712,PORTUGAL,44,6
I,201712,REP. OF SOUTH AFRICA,89,2
I,201712,SPAIN-S,28,0.31
I,201712,URUGUAY,33,2
I,201712,VIRGIN ISLAND,82,2
I,201712,BAHAMAS,34,5
I,201712,BAHAMAS,82,7.7
I,201712,BELGIUM,27,2.32
I,201712,BRAZIL,28,4
I,201712,BRAZIL,88,21.75
I,201712,COLOMBIA,76,202.09
I,201712,DOMINICAN REPUBLIC,86,16.41
I,201712,GERMANY,63,2
I,201712,GUATEMALA,7,194.65
I,201712,GUATEMALA,,65.1
I,201712,HONDURAS,48,54.19
I,201712,HONDURAS,76,5.71
I,201712,INDIA,68,12.5
